Geography,Gender,Age,Balance,IsActiveMember,Exited
France,Male,40.0,0.0,1,0
France,Male,18.0,160980.03,0,0
Spain,Female,46.0,177619.71,0,0
Spain,Male,38.0,62276.99,1,0
Germany,Male,46.0,127559.97,1,0
France,Male,41.0,0.0,1,0
Germany,Female,47.0,95523.16,0,0
France,Female,35.0,107749.03,1,0
Germany,Male,37.0,110777.26,0,0
Spain,Female,39.0,166733.92,0,0
France,Male,31.0,157120.86,0,0
Germany,Female,36.0,127160.78,0,0
Spain,Female,28.0,0.0,1,0
France,Female,37.0,156091.97,0,0
France,Male,58.0,98668.18,1,0
France,Female,43.0,134022.06,0,0
France,Female,35.0,124151.09,0,1
Germany,Female,36.0,77253.5,0,1
Germany,Female,21.0,114292.48,0,0
Germany,Male,43.0,140080.32,1,1
Spain,Female,27.0,135277.96,0,0
France,Female,38.9218,0.0,1,0
Germany,Male,60.0,115920.62,0,1
Spain,Male,41.0,119782.72,0,0
France,Female,38.9218,114715.71,1,1
Germany,Female,36.0,129748.54,0,1
France,Male,31.0,129722.57,0,0
France,Male,32.0,0.0,1,0
France,Male,36.0,139180.2,0,0
Germany,Male,49.0,113599.74,0,1
France,Male,33.0,134944.0,1,0
Germany,Female,58.0,116922.25,0,1
Spain,Male,28.0,118945.09,0,1
France,Male,28.0,0.0,1,0
Spain,Female,35.0,119182.73,0,0
France,Male,27.0,0.0,0,0
France,Female,28.0,71264.02,1,0
France,Male,41.0,0.0,1,0
France,Female,35.0,0.0,0,0
Germany,Male,58.0,116313.57,1,1
Spain,Male,36.0,92140.15,1,0
France,Male,26.0,0.0,1,0
Germany,Male,42.0,177640.09,1,0
Spain,Female,35.0,0.0,0,0
Spain,Male,48.0,167997.6,1,0
France,Male,36.0,82275.35,1,0
France,Male,49.0,0.0,1,0
Germany,Female,48.0,111962.99,0,0
Germany,Female,34.0,131736.88,1,0
France,Male,29.0,0.0,0,0
Germany,Male,36.0,108239.11,0,0
France,Female,46.0,98444.19,1,0
Germany,Male,32.0,114540.38,0,0
France,Female,35.0,187530.66,1,0
Germany,Female,42.0,133636.16,1,0
France,Male,52.0,0.0,1,0
Germany,Female,44.0,84745.03,1,0
Germany,Female,31.0,120599.38,1,0
Spain,Female,29.0,0.0,1,0
France,Male,39.0,127771.35,1,0
Spain,Female,46.0,0.0,0,1
France,Female,33.0,0.0,0,0
France,Male,38.9218,0.0,1,0
Germany,Male,53.0,167772.96,1,0
France,Female,37.0,95845.6,0,0
France,Female,35.0,0.0,0,0
Spain,Male,38.9218,134714.7,1,0
Spain,Female,33.0,0.0,1,0
Germany,Male,28.0,122384.22,1,1
France,Female,26.0,0.0,0,0
France,Male,25.0,157993.15,0,0
France,Male,29.0,0.0,0,0
Germany,Female,42.0,123331.36,0,1
Spain,Male,27.0,75263.16,1,0
France,Female,43.0,137824.03,0,0
Germany,Male,36.0,132578.92,0,0
France,Female,36.0,156021.31,0,0
Spain,Male,34.0,0.0,0,0
Spain,Female,38.9218,137453.43,1,1
Spain,Male,36.0,0.0,0,0
Germany,Male,33.0,164284.72,1,0
France,Female,47.0,0.0,1,0
Spain,Male,56.0,0.0,1,0
Germany,Female,31.0,112373.49,1,0
France,Female,39.0,0.0,0,0
France,Female,34.0,0.0,1,0
Spain,Female,41.0,0.0,1,0
Germany,Female,29.0,154333.82,1,0
Germany,Male,37.0,111432.77,1,0
France,Female,30.0,0.0,0,0
France,Male,34.0,137390.11,0,0
Spain,Female,37.0,0.0,1,0
Germany,Female,56.0,111642.08,1,0
Spain,Female,48.0,0.0,1,1
France,Male,36.0,83543.37,0,0
Germany,Male,50.0,145338.76,0,1
France,Female,31.0,186796.37,0,0
Germany,Male,35.0,58641.43,1,0
Spain,Female,41.0,0.0,0,1
France,Male,44.0,137148.68,0,0
France,Male,49.0,80001.23,0,0
Germany,Male,21.0,86402.52,0,0
France,Female,42.0,0.0,0,0
Spain,Male,51.0,122874.74,1,0
France,Male,25.0,97544.29,1,0
Germany,Male,46.0,170826.55,0,0
Germany,Female,48.0,97133.92,0,1
Germany,Female,41.0,153895.65,1,0
France,Female,43.0,0.0,1,0
France,Female,57.0,0.0,1,0
Spain,Male,32.0,0.0,0,0
Germany,Female,49.0,134956.02,0,1
Spain,Male,39.0,143637.58,1,0
Spain,Male,32.0,147506.25,1,0
France,Male,38.9218,0.0,0,1
France,Male,43.0,190227.46,0,1
France,Female,32.0,172448.77,0,1
France,Male,41.0,113980.21,1,0
France,Male,53.0,0.0,1,0
France,Male,38.0,0.0,0,0
Germany,Female,25.0,76968.12,1,0
France,Male,38.0,88293.13,1,0
France,Female,48.0,170833.46,0,1
Germany,Male,44.0,108122.39,0,1
France,Male,36.0,0.0,1,0
France,Female,40.0,0.0,1,0
Germany,Female,45.0,129818.39,0,1
France,Female,35.0,163943.89,1,0
France,Male,28.0,0.0,0,0
France,Female,38.0,101430.3,1,0
France,Female,39.0,117301.66,0,0
Germany,Female,32.0,173340.83,1,0
Spain,Female,42.0,0.0,1,0
France,Female,33.0,134348.57,0,0
France,Female,45.0,105525.65,1,0
France,Female,60.0,0.0,0,1
France,Female,43.0,0.0,0,1
France,Male,36.0,106192.1,0,0
France,Female,45.0,45144.43,0,1
France,Male,38.9218,92113.61,1,0
France,Male,25.0,0.0,1,0
Spain,Male,38.0,128366.44,0,0
France,Male,42.0,0.0,1,0
Germany,Male,38.9218,106545.53,1,0
France,Female,43.0,145618.37,1,0
Spain,Male,37.0,141541.25,0,0
Germany,Male,32.0,57017.06,1,0
France,Male,42.0,0.0,0,0
France,Female,51.0,0.0,1,1
Germany,Female,35.0,125884.95,0,1
Germany,Male,32.0,61825.5,1,0
France,Male,35.0,0.0,0,0
France,Female,40.0,0.0,0,0
France,Female,40.0,102967.41,0,1
Germany,Male,25.0,171770.55,0,0
Germany,Male,40.0,93051.64,0,1
France,Male,36.0,161064.64,1,0
France,Female,48.0,90612.34,1,0
France,Male,28.0,145105.64,0,0
France,Male,58.0,0.0,0,1
France,Female,45.0,0.0,1,1
France,Male,33.0,174912.72,1,0
France,Female,46.0,104947.72,0,1
Spain,Male,31.0,135213.71,1,0
Spain,Male,25.0,0.0,0,0
France,Male,36.0,116229.85,1,0
Spain,Female,53.0,111201.41,1,0
Spain,Female,32.0,0.0,0,0
Germany,Male,27.0,131899.0,0,0
France,Male,35.0,124525.52,1,0
France,Male,47.0,0.0,0,0
France,Male,39.0,0.0,1,1
France,Female,45.0,47134.75,1,0
Spain,Male,35.0,0.0,0,0
Spain,Male,45.0,0.0,0,0
France,Male,44.0,0.0,1,0
Spain,Male,61.0,0.0,0,1
France,Male,51.0,0.0,0,1
Germany,Female,19.0,138657.08,1,0
France,Female,34.0,70302.48,1,0
Germany,Female,36.0,101609.01,1,0
Spain,Male,35.0,0.0,1,0
Germany,Male,38.0,130170.82,1,0
Germany,Male,61.0,133802.29,1,0
France,Female,24.0,106234.02,0,0
Spain,Male,39.0,132628.98,0,0
Germany,Male,41.0,103522.75,1,0
Germany,Female,42.0,192390.52,0,0
Spain,Male,36.0,0.0,1,1
Spain,Male,37.0,0.0,1,0
France,Female,38.0,0.0,1,0
France,Male,52.0,109922.61,1,1
Germany,Female,44.0,128605.32,1,0
France,Female,37.0,0.0,1,0
France,Female,37.0,68598.56,0,0
Spain,Male,35.0,106518.52,1,0
France,Female,31.0,0.0,0,0
France,Female,46.0,0.0,0,1
Germany,Female,29.0,121326.42,0,0
France,Male,36.0,67226.37,0,0
Spain,Female,25.0,82931.85,1,0
Spain,Female,39.0,0.0,0,1
France,Female,38.0,118590.41,1,1
France,Male,38.9218,145981.87,1,0
France,Female,48.0,73309.38,0,1
France,Female,48.0,130796.33,1,0
Germany,Male,33.0,151607.56,0,0
Germany,Female,38.9218,111577.01,1,0
Spain,Male,39.0,107042.74,1,0
Spain,Female,42.0,156371.61,1,1
France,Female,44.0,129605.99,0,0
Spain,Female,43.0,0.0,1,0
Spain,Female,38.9218,0.0,1,0
Spain,Male,27.0,132576.25,0,0
France,Female,37.0,129101.3,1,0
Germany,Female,31.0,108822.4,1,0
Spain,Male,35.0,137948.51,0,0
Spain,Male,32.0,100433.8,1,0
Spain,Male,38.9218,96134.11,0,1
Germany,Female,43.0,115888.04,1,1
France,Female,42.0,124626.07,1,0
France,Female,34.0,139810.34,1,0
Spain,Female,34.0,0.0,0,0
France,Male,37.0,84496.71,0,0
Germany,Male,38.9218,116854.71,1,0
France,Female,48.0,138333.03,1,0
France,Male,25.0,0.0,1,0
Germany,Male,43.0,78992.75,0,0
Spain,Female,38.0,97257.41,1,0
France,Male,34.0,122453.37,0,0
Spain,Female,36.0,112940.07,1,0
France,Female,43.0,132558.26,0,1
France,Female,38.0,0.0,0,0
France,Female,48.0,133297.24,0,0
France,Female,46.0,0.0,0,0
France,Male,27.0,197041.8,0,0
Germany,Female,44.0,71497.79,0,0
France,Male,32.0,0.0,1,0
Germany,Female,35.0,128100.28,0,1
France,Male,25.0,124532.78,1,0
Germany,Male,31.0,82293.82,1,0
France,Male,36.0,142120.91,0,0
Spain,Male,34.0,151839.26,0,1
Spain,Male,31.0,149620.88,1,0
France,Female,49.0,168197.66,0,1
France,Male,37.0,93147.0,0,0
France,Female,35.0,97440.02,1,0
Germany,Female,42.0,65046.08,1,0
Spain,Female,28.0,95357.49,0,0
Spain,Male,43.0,123105.88,0,0
Spain,Male,29.0,0.0,1,0
Spain,Male,44.0,0.0,1,0
Spain,Male,62.0,121286.27,1,0
Germany,Female,28.0,167738.82,1,0
France,Female,38.0,104091.29,0,0
Germany,Female,42.0,121980.56,0,0
France,Female,43.0,0.0,1,0
Germany,Male,39.0,50880.98,1,0
France,Female,42.0,175159.9,0,1
Germany,Female,26.0,105514.69,0,0
Germany,Male,52.0,116497.31,0,1
Spain,Female,33.0,0.0,0,0
France,Male,42.0,99824.45,1,0
France,Male,45.0,0.0,0,1
Spain,Male,38.9218,0.0,1,0
France,Male,40.0,0.0,0,1
Spain,Male,35.0,122964.88,1,0
France,Female,29.0,0.0,1,0
Spain,Male,24.0,0.0,1,0
Spain,Female,43.0,0.0,1,0
France,Female,37.0,89634.69,1,1
Germany,Male,40.0,95710.11,0,0
Germany,Male,41.0,139706.31,0,0
Germany,Female,45.0,103909.86,0,1
France,Male,31.0,0.0,0,0
France,Male,49.0,173434.9,0,1
Spain,Male,32.0,102238.01,1,0
France,Female,48.0,179380.74,1,0
France,Male,32.0,0.0,1,0
France,Female,25.0,108691.95,0,0
France,Female,32.0,0.0,0,0
France,Male,33.0,0.0,0,0
Germany,Male,35.0,133377.8,1,0
Spain,Male,34.0,0.0,1,0
Spain,Male,53.0,0.0,1,0
France,Male,39.0,116537.6,0,0
France,Female,22.0,0.0,0,0
Spain,Male,40.0,0.0,1,0
France,Male,29.0,130131.08,1,0
France,Male,46.0,0.0,1,0
Spain,Male,30.0,0.0,0,0
France,Male,30.0,107316.09,0,0
France,Female,24.0,0.0,1,0
France,Male,30.0,83181.29,1,0
France,Female,38.9218,0.0,1,0
Spain,Male,38.9218,153946.14,1,0
France,Male,30.0,0.0,0,0
Spain,Female,39.0,135483.17,0,1
France,Male,35.0,0.0,0,0
France,Female,38.0,119624.54,1,0
Spain,Male,34.0,121132.26,0,0
Spain,Female,42.0,0.0,0,1
France,Female,48.0,0.0,0,1
Germany,Male,25.0,54817.55,0,0
Germany,Male,40.0,107949.45,0,1
France,Male,30.0,0.0,1,0
Spain,Female,49.0,80816.45,1,0
Germany,Male,38.0,98205.77,0,0
Spain,Female,50.0,94684.27,1,0
Spain,Female,22.0,141604.76,0,0
Spain,Female,38.9218,0.0,1,0
Spain,Male,33.0,0.0,0,0
France,Female,47.0,122949.14,0,1
Germany,Male,33.0,81677.22,0,0
France,Male,38.0,80293.98,0,0
Spain,Female,48.0,155413.06,0,0
Spain,Female,38.0,0.0,1,0
Germany,Male,38.0,67111.65,0,1
France,Male,34.0,103818.43,1,0
France,Female,20.0,0.0,1,0
France,Male,36.0,152169.12,0,1
France,Female,52.0,0.0,1,1
Germany,Male,26.0,214346.96,0,0
France,Male,57.0,0.0,0,1
France,Male,40.0,113348.14,0,1
Germany,Female,47.0,170935.94,0,1
Germany,Male,52.0,103023.26,1,0
Spain,Female,23.0,0.0,1,0
Spain,Male,37.0,0.0,0,0
France,Female,31.0,111855.04,1,0
Germany,Female,32.0,140348.56,1,0
Spain,Male,39.0,0.0,0,0
France,Male,29.0,145512.84,0,0
Germany,Female,41.0,146720.98,1,0
France,Male,32.0,107209.73,1,0
Germany,Female,38.0,130933.74,1,0
Spain,Female,35.0,0.0,0,0
Spain,Male,36.0,89772.3,0,1
France,Female,32.0,0.0,0,0
France,Male,24.0,0.0,0,0
France,Male,42.0,0.0,0,1
France,Male,36.0,100749.5,0,1
France,Female,31.0,0.0,0,0
Spain,Male,22.0,0.0,1,0
France,Female,51.0,123981.31,1,0
Germany,Female,34.0,91622.42,1,0
France,Male,36.0,126195.81,1,0
France,Male,41.0,94267.9,1,1
France,Male,40.0,0.0,1,0
France,Male,34.0,0.0,0,0
France,Male,29.0,0.0,0,1
Germany,Female,39.0,100717.85,1,1
France,Male,36.0,0.0,0,0
France,Female,26.0,141581.71,0,0
Spain,Male,38.0,0.0,1,0
France,Female,39.0,148586.64,1,0
Spain,Male,29.0,0.0,0,0
Spain,Male,38.0,0.0,0,0
Germany,Female,32.0,123403.85,0,0
France,Male,28.0,0.0,0,0
France,Female,46.0,106511.85,0,0
France,Female,38.0,0.0,0,0
Germany,Female,34.0,135549.9,0,1
Germany,Male,38.0,110555.37,0,0
France,Male,31.0,0.0,0,0
France,Female,52.0,185891.54,1,1
Germany,Male,59.0,130854.59,1,1
France,Female,42.0,92578.14,0,0
Germany,Female,21.0,132312.06,0,1
France,Female,62.0,144976.5,0,1
Spain,Male,48.0,87070.23,1,0
France,Male,42.0,0.0,1,0
France,Female,47.0,115414.19,0,1
Spain,Male,61.0,91070.43,1,0
Spain,Male,29.0,117412.19,0,0
Germany,Male,31.0,90018.45,0,0
France,Female,24.0,0.0,0,0
Germany,Male,56.0,112414.81,0,1
Germany,Male,33.0,158456.76,1,1
Spain,Male,35.0,0.0,0,1
Germany,Female,58.0,149641.53,1,0
Spain,Female,33.0,122528.18,0,0
Germany,Female,45.0,143734.01,1,0
France,Female,32.0,155663.31,0,0
France,Female,35.0,0.0,1,1
Germany,Female,34.0,101736.66,1,0
Spain,Male,37.0,125822.21,0,0
France,Male,37.0,0.0,1,0
France,Male,34.0,0.0,1,0
France,Female,27.0,0.0,1,0
Germany,Male,31.0,157791.07,0,0
France,Male,22.0,0.0,1,0
France,Female,42.0,0.0,0,0
Germany,Male,42.0,181627.14,0,0
Spain,Female,57.0,109679.72,1,0
France,Female,37.0,96652.86,0,1
France,Male,40.0,190008.32,1,0
Spain,Male,41.0,0.0,0,0
France,Male,43.0,0.0,1,0
Germany,Male,43.0,148962.76,1,1
France,Male,28.0,0.0,0,0
Germany,Female,30.0,131344.52,0,0
Germany,Female,29.0,101713.84,0,0
Spain,Male,34.0,0.0,1,0
France,Male,38.0,0.0,0,0
France,Female,27.0,137963.07,0,0
Spain,Female,29.0,129938.07,1,0
Germany,Male,45.0,151421.44,1,0
Germany,Female,45.0,135643.0,0,1
Spain,Male,39.0,122773.5,1,0
France,Male,34.0,152303.8,0,0
France,Male,49.0,0.0,1,0
Spain,Male,54.0,79415.67,1,0
Germany,Female,58.0,125801.03,0,1
Spain,Male,37.0,0.0,0,0
France,Male,35.0,0.0,0,1
France,Male,41.0,104817.41,0,1
France,Female,30.0,0.0,0,0
Germany,Female,32.0,67495.04,1,0
France,Female,36.0,164850.54,1,0
Germany,Female,49.0,154776.42,0,0
Germany,Female,28.0,143124.63,0,0
France,Female,35.0,0.0,1,0
France,Female,27.0,0.0,0,0
France,Female,38.0,102133.38,1,0
Spain,Male,26.0,79932.41,0,0
Germany,Male,40.0,120711.73,0,1
Germany,Female,43.0,122717.53,1,0
Spain,Female,36.0,92363.3,0,0
Spain,Female,40.0,203715.15,0,1
Spain,Male,39.0,0.0,0,0
France,Male,34.0,0.0,0,0
France,Male,21.0,0.0,0,0
France,Male,49.0,0.0,1,1
Germany,Female,31.0,93460.47,0,0
France,Male,34.0,0.0,1,0
Germany,Female,24.0,40224.7,1,0
France,Female,43.0,168069.73,1,1
France,Male,36.0,0.0,1,0
Germany,Male,47.0,130538.77,0,0
France,Male,37.0,132623.6,1,0
France,Female,35.0,103465.02,1,0
France,Female,50.0,126547.8,1,1
France,Male,30.0,128262.72,0,0
France,Male,40.0,169742.64,1,1
France,Female,29.0,0.0,1,0
Germany,Male,27.0,150795.81,1,0
Spain,Female,61.0,129855.72,0,1
Spain,Female,28.0,146098.43,0,1
France,Female,24.0,0.0,0,0
France,Female,43.0,0.0,1,0
Germany,Male,28.0,65643.3,0,0
Spain,Female,34.0,0.0,0,0
France,Male,38.0,104584.16,0,0
France,Male,41.0,0.0,1,0
Germany,Male,30.0,99785.28,0,0
Germany,Male,46.0,127655.22,0,1
France,Male,22.0,0.0,0,0
France,Male,35.0,101257.16,1,0
France,Female,40.0,0.0,1,0
France,Male,38.9218,121313.88,1,0
Spain,Male,32.0,0.0,0,0
Germany,Male,30.0,81523.38,1,0
France,Female,47.0,128252.66,1,0
France,Female,32.0,0.0,0,0
France,Male,51.0,0.0,0,1
France,Female,32.0,0.0,1,0
Spain,Male,42.0,0.0,0,1
France,Female,22.0,0.0,1,0
Spain,Male,33.0,0.0,0,1
Spain,Female,54.0,0.0,0,1
France,Male,33.0,0.0,1,0
Germany,Male,29.0,145541.56,1,0
France,Female,23.0,0.0,0,1
Germany,Male,44.0,124601.58,1,1
Germany,Female,33.0,115182.84,1,0
France,Male,37.0,163789.49,0,0
France,Male,46.0,65733.41,0,0
Spain,Male,47.0,0.0,1,0
Spain,Female,47.0,128486.11,0,0
Spain,Female,53.0,109663.47,1,0
Germany,Female,42.0,88324.31,0,0
France,Female,28.0,146445.24,0,0
France,Female,38.0,0.0,0,0
Spain,Female,31.0,0.0,1,0
Germany,Male,36.0,109949.05,1,0
Spain,Male,30.0,78653.05,0,0
Germany,Male,46.0,107850.82,0,1
Germany,Female,39.0,83765.35,0,0
France,Female,38.9218,143773.07,1,0
Germany,Male,38.9218,116227.27,1,0
Germany,Male,33.0,103471.52,1,0
France,Male,42.0,0.0,0,0
France,Male,24.0,137492.35,1,0
France,Male,28.0,0.0,0,0
France,Male,36.0,129829.59,1,0
France,Female,21.0,146329.57,1,0
Germany,Male,30.0,114027.7,1,0
Germany,Male,25.0,146580.69,1,0
Germany,Female,38.0,132122.42,0,0
France,Female,44.0,81553.93,0,1
France,Female,38.9218,0.0,1,0
France,Male,24.0,0.0,0,0
Spain,Female,28.0,0.0,1,0
France,Female,26.0,0.0,1,0
Germany,Male,32.0,175214.71,1,0
Germany,Female,40.0,125534.51,0,1
France,Male,38.9218,97705.99,1,0
Germany,Female,55.0,126817.65,0,0
France,Female,46.0,46870.43,0,1
Spain,Male,46.0,0.0,1,0
France,Male,42.0,120094.93,0,0
France,Female,38.0,0.0,1,0
France,Female,33.0,0.0,0,0
Germany,Female,36.0,104356.94,1,0
Germany,Male,27.0,147004.34,0,1
Germany,Male,38.0,73023.17,0,0
Spain,Female,40.0,173432.55,1,0
France,Female,42.0,165679.92,0,0
Spain,Male,31.0,104678.62,1,0
France,Female,55.0,116973.26,0,1
France,Female,36.0,0.0,0,0
Germany,Male,38.0,126732.85,1,0
France,Female,44.0,148481.09,0,0
France,Female,38.0,137654.05,1,0
Germany,Male,30.0,115315.04,0,0
France,Male,42.0,99095.73,1,0
Germany,Female,39.0,165610.41,0,0
France,Male,33.0,0.0,0,1
Spain,Male,32.0,161628.66,0,0
France,Male,32.0,146605.27,1,0
Germany,Male,37.0,113488.68,0,1
France,Male,42.0,77002.2,1,0
Spain,Male,38.9218,0.0,1,0
France,Female,39.0,0.0,1,0
Spain,Male,25.0,0.0,1,0
Spain,Male,46.0,182364.53,0,1
France,Male,35.0,0.0,1,0
France,Male,45.0,149364.58,1,0
France,Male,59.0,127450.14,1,0
Spain,Female,38.9218,162278.32,1,0
Spain,Male,37.0,152212.88,0,0
Spain,Female,39.0,161993.89,0,0
Spain,Male,39.0,131468.44,0,0
Germany,Male,40.0,102980.44,0,1
Germany,Male,31.0,143321.97,0,0
Spain,Female,37.0,130404.92,0,0
France,Female,41.0,0.0,1,0
France,Male,30.0,87505.47,1,0
France,Male,30.0,133634.02,1,0
Spain,Female,33.0,151233.62,0,0
Spain,Male,55.0,70263.83,1,0
France,Male,34.0,0.0,1,0
France,Male,30.0,57657.49,0,0
Germany,Male,42.0,153572.31,1,0
France,Male,37.0,134752.08,0,0
Spain,Male,34.0,83132.09,1,0
France,Female,31.0,0.0,0,0
Germany,Female,32.0,134096.53,0,1
France,Female,31.0,118100.59,0,0
Germany,Male,52.0,76915.4,0,1
Spain,Female,46.0,81576.75,1,1
Spain,Male,49.0,0.0,0,0
France,Male,33.0,118327.17,1,0
Spain,Male,30.0,124857.69,0,0
Germany,Female,27.0,90971.85,1,0
France,Female,37.0,153147.75,1,0
France,Male,38.0,65942.26,1,1
France,Male,38.0,0.0,1,0
France,Male,54.0,0.0,0,1
Spain,Female,27.0,100912.19,0,0
France,Female,31.0,0.0,1,0
France,Male,37.0,0.0,0,1
France,Female,43.0,0.0,1,1
Germany,Male,41.0,124439.49,1,0
France,Female,47.0,0.0,1,0
France,Male,40.0,0.0,0,0
France,Female,44.0,58781.76,0,0
Spain,Male,50.0,159453.64,0,1
Germany,Male,26.0,142721.52,1,0
France,Female,46.0,167795.6,1,0
France,Female,38.0,128345.69,0,0
Spain,Male,20.0,165260.98,1,0
Germany,Female,62.0,118233.81,1,1
France,Female,40.0,0.0,0,1
Spain,Female,46.0,0.0,0,0
Germany,Male,37.0,143452.74,1,0
France,Male,38.0,145018.49,1,0
Germany,Female,38.0,82407.51,0,0
Germany,Male,28.0,79460.98,1,0
Spain,Female,43.0,0.0,0,1
Spain,Male,38.0,126473.99,0,0
Germany,Female,30.0,133537.1,0,0
France,Male,52.0,164978.01,1,0
Spain,Male,46.0,128029.72,1,0
Spain,Male,43.0,97403.18,1,1
France,Female,41.0,176845.41,0,1
Spain,Male,38.9218,0.0,1,0
Spain,Male,42.0,81589.04,0,0
Germany,Female,40.0,119507.58,0,1
Spain,Female,26.0,0.0,0,0
France,Male,30.0,94443.77,1,0
France,Male,37.0,0.0,1,0
France,Male,32.0,92199.84,1,0
Spain,Male,43.0,0.0,0,0
France,Female,41.0,135756.96,1,0
France,Female,54.0,120633.42,0,1
Germany,Male,48.0,134542.73,1,1
Spain,Male,29.0,0.0,0,0
Spain,Male,52.0,0.0,1,1
Spain,Male,39.0,0.0,1,0
France,Male,49.0,154344.49,1,0
France,Male,43.0,0.0,1,0
France,Male,43.0,189026.53,1,0
France,Male,37.0,120764.08,1,0
Germany,Female,22.0,97975.82,1,0
France,Male,32.0,0.0,1,0
Germany,Male,41.0,113270.2,1,0
Spain,Male,30.0,0.0,1,0
Germany,Male,39.0,124548.99,1,0
France,Male,43.0,201696.07,0,1
Spain,Female,37.0,0.0,0,0
Germany,Male,44.0,114203.47,1,1
Spain,Female,31.0,0.0,1,0
Germany,Male,50.0,125437.64,1,1
France,Female,26.0,0.0,0,0
France,Female,43.0,64897.75,0,0
France,Male,38.0,0.0,1,0
Germany,Female,46.0,135555.66,0,1
France,Male,44.0,107764.75,0,0
France,Female,27.0,117307.44,1,0
France,Male,41.0,73700.12,1,1
Spain,Female,44.0,60603.4,1,0
Spain,Female,35.0,40169.88,1,0
Germany,Female,32.0,92041.87,1,0
Germany,Male,26.0,130483.95,0,0
France,Female,41.0,0.0,0,1
Spain,Female,42.0,0.0,0,0
France,Female,23.0,151097.28,1,0
Spain,Female,46.0,67563.31,0,1
France,Female,35.0,112808.18,1,0
France,Female,42.0,0.0,1,0
France,Male,38.9218,86459.8,1,0
France,Female,40.0,118633.08,1,1
France,Female,55.0,159441.27,0,1
France,Female,27.0,0.0,0,0
Germany,Female,38.0,125212.65,1,1
Spain,Male,45.0,88656.37,0,0
France,Female,32.0,146033.62,0,0
France,Male,29.0,120268.13,1,0
Spain,Male,46.0,0.0,0,0
Spain,Female,33.0,0.0,0,1
Germany,Female,46.0,135070.58,1,1
France,Female,38.0,0.0,0,1
Spain,Female,29.0,0.0,0,0
France,Female,27.0,122550.05,1,0
Spain,Female,43.0,0.0,0,0
France,Male,29.0,130306.49,0,0
France,Female,27.0,0.0,1,0
Spain,Female,41.0,90350.77,0,1
France,Female,44.0,128747.69,0,1
Spain,Male,23.0,126873.52,1,0
France,Male,38.9218,108424.19,1,0
France,Male,32.0,0.0,0,0
France,Female,40.0,84350.07,0,0
France,Female,38.9218,0.0,0,1
Germany,Female,30.0,84958.6,1,0
Germany,Female,29.0,99097.36,1,0
Germany,Male,30.0,136622.55,0,0
Germany,Female,30.0,156771.68,1,0
Germany,Male,28.0,167658.33,1,0
Spain,Female,33.0,0.0,0,0
Germany,Female,24.0,109483.54,1,0
Germany,Female,40.0,134504.78,0,0
France,Female,44.0,114427.86,1,0
Spain,Male,45.0,83888.54,1,0
Germany,Male,32.0,110029.77,0,0
Spain,Male,41.0,127523.75,1,0
Germany,Male,30.0,139762.13,1,0
Spain,Female,42.0,91611.12,0,1
France,Female,42.0,109471.79,1,0
France,Female,39.0,150500.64,0,0
Germany,Female,59.0,101609.77,0,1
France,Male,57.0,0.0,1,0
France,Female,26.0,78892.23,1,0
France,Female,29.0,82344.84,1,0
France,Male,48.0,0.0,0,0
Spain,Female,44.0,0.0,1,0
France,Male,62.0,127706.33,1,0
France,Female,41.0,124349.34,0,0
Spain,Male,44.0,0.0,0,0
Germany,Male,28.0,119336.29,1,0
France,Female,31.0,0.0,1,0
Germany,Male,56.0,104217.3,0,1
France,Female,38.9218,0.0,1,0
Germany,Male,39.0,144757.02,0,1
Spain,Male,44.0,0.0,1,0
France,Male,43.0,0.0,0,0
France,Female,43.0,0.0,0,1
France,Female,38.0,0.0,1,0
France,Female,24.0,100169.51,0,0
France,Male,33.0,145731.83,1,0
Spain,Male,56.0,110802.03,1,1
Germany,Female,46.0,120392.99,0,1
Germany,Female,26.0,135067.52,0,0
Spain,Male,31.0,136556.44,0,1
France,Female,38.0,0.0,1,0
France,Female,35.0,99587.43,1,1
France,Female,53.0,0.0,1,0
Spain,Female,34.0,70731.07,1,1
Germany,Male,35.0,109342.82,1,0
Spain,Male,28.0,0.0,0,0
France,Male,38.9218,0.0,1,0
France,Male,25.0,78247.31,1,0
France,Female,55.0,117561.49,0,1
France,Male,23.0,88980.32,1,0
Spain,Male,34.0,0.0,0,0
Germany,Female,41.0,103560.57,0,1
France,Male,37.0,113308.84,1,0
Spain,Female,40.0,0.0,1,0
France,Female,32.0,63763.49,0,0
France,Female,29.0,169988.35,0,0
Germany,Female,35.0,180303.24,0,0
France,Male,52.0,0.0,0,1
Germany,Female,49.0,120656.86,0,1
Germany,Female,31.0,61592.14,1,0
France,Male,48.0,164701.68,1,0
Spain,Female,26.0,80780.16,1,0
France,Male,36.0,0.0,0,0
Germany,Female,30.0,154221.37,1,0
France,Male,26.0,0.0,0,0
France,Female,26.0,101641.14,1,0
France,Male,37.0,0.0,1,0
France,Female,45.0,92786.66,0,1
Germany,Male,32.0,131081.66,1,0
France,Male,30.0,98014.74,1,0
Spain,Male,38.0,0.0,0,0
France,Male,26.0,97460.1,1,0
France,Male,36.0,104077.19,1,0
Spain,Female,29.0,0.0,1,0
France,Female,46.0,0.0,0,1
France,Female,39.0,0.0,1,0
Spain,Female,51.0,93656.95,1,1
Spain,Male,30.0,121345.88,0,1
France,Female,39.0,141675.23,1,0
Spain,Female,31.0,0.0,0,0
